UNH ID #,Sample Name,Collection Date,Collection Time,Project,Sub_Project,Sub_ProjectA,NPOC (mg C/L),TDN (mg N/L),DON,NO3_Final,NO3_Status,NO3_Cd,NH4 (ug N/L),NH4_IC,Cation Run Date,Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),PO4 (ug P/L),PO4 (ugP/L),SiO2 (mg SiO2/L),WRRC sample info.pH,WRRC sample info.Cond,Spec_Cond,DO_Conc,DO%,Temperature,DTWT,Volume,Field Notes,Lab_Notes,Sample Type,Logger,WRRC Benchtop pH.pH,Closed Cell pH,Conductivity (uS/cm),WRRC Oxalate.Oxalate,Acetate (mg/L),Formate (mg/L),Oxalate (mg/L),Year,Start_Date_Time,BatchID
42565,ppt1thomp,20-Apr-04,2:45:00 PM,Lamprey,Wet Deposition,,0.43,0.26,0.03,0.12,good,,113.83,,26-Apr-04,0.48,0.12,0.32,0.26,0.13,0.04,0.09,0.00,,0.08,,,,,,,,2539.5,changed bucket to funnel,,precipitation,Rachel  Skokan,,,,,,,,2004,,
42566,ppt2lee,20-Apr-04,3:15:00 PM,Lamprey,Weekly,,3.28,3.37,0.86,0.48,good,,2037.00,,21-Apr-04,1.00,0.48,1.26,3.66,0.37,0.05,0.20,,,0.11,,,,,,,,1174.5,changed bucket to funnel,Deleted PO4 (106),precipitation,Rachel  Skokan,,,,,,,,2004,,
42689,ppt1thomp,27-Apr-04,9:00:00 AM,Lamprey,Wet Deposition,,0.71,0.42,-0.03,0.31,good,,139.95,,28-Apr-04,0.45,0.31,0.58,0.64,0.11,0.09,0.10,0.00,,-0.04,,,,,,,,3241.5,,,precipitation,Rachel  Skokan,,,,,,,,2004,,
42690,ppt2lee,27-Apr-04,,Lamprey,Weekly,,0.92,0.69,-0.07,0.36,good,,406.54,,28-Apr-04,0.27,0.36,0.79,0.32,0.09,0.00,0.10,2.42,,0.05,,,,,,,,1483,,,precipitation,Rachel  Skokan,,,,,,,,2004,,
42691,ppt3Epp,27-Apr-04,,Lamprey,Weekly,,0.91,0.58,0.00,0.35,good,,237.02,,28-Apr-04,0.42,0.35,0.68,0.27,0.06,0.07,0.09,8.18,,0.15,,,,,,,,1622,,,precipitation,Rachel  Skokan,,,,,,,,2004,,
42692,ppt4Ray,27-Apr-04,,Lamprey,Weekly,,0.95,0.56,0.04,0.29,good,,228.11,,28-Apr-04,0.47,0.29,0.57,0.13,0.09,0.08,0.07,3.70,,0.02,,,,,,,,1570.5,,,precipitation,Rachel  Skokan,,,,,,,,2004,,
42693,ppt5Pawt,27-Apr-04,,Lamprey,Weekly,,1.87,0.65,0.12,0.27,good,,253.71,,28-Apr-04,0.35,0.27,0.53,0.42,0.15,0.08,0.12,54.20,,0.03,,,,,,,,1531,,,precipitation,Rachel  Skokan,,,,,,,,2004,,
42694,ppt6North,27-Apr-04,2:30:00 PM,Lamprey,Weekly,,0.93,0.46,0.02,0.30,good,,149.79,,18-Apr-06,0.35,0.30,0.64,0.88,0.25,0.03,0.16,2.75,,0.05,,,,,,,,1446,,,precipitation,Rachel  Skokan,,,,,,,,2004,,
42924,ppt1thomp,04-May-04,9:30:00 AM,Lamprey,Wet Deposition,,0.52,0.19,0.01,0.16,good,,27.45,,13-Sep-04,0.24,0.16,0.16,0.00,0.21,0.01,0.04,0.96,,0.03,,,,,,,,1696.5,,,precipitation,rachel skokan,,,,,,,,2004,,
42925,ppt2lee,04-May-04,10:00:00 AM,Lamprey,weekly,,4.43,2.29,1.55,0.22,good,,511.26,,18-Apr-06,0.45,0.22,0.35,1.19,0.78,0.16,0.80,,,0.23,,,,,,,,766.5,bugs in collector,Deleted PO4 (218),precipitation,rachel skokan,,,,,,,,2004,,
42926,ppt3epp,04-May-04,10:45:00 AM,Lamprey,weekly,,1.28,0.43,0.05,0.23,good,,148.26,,15-Sep-04,0.35,0.23,0.24,0.23,0.16,0.02,0.13,12.13,,0.05,,,,,,,,718,,,precipitation,rachel skokan,,,,,,,,2004,,
42927,ppt4ray,04-May-04,1:15:00 PM,Lamprey,weekly,,1.26,0.34,0.07,0.19,good,,75.95,,13-Sep-04,0.68,0.19,0.19,0.00,0.22,0.01,0.11,11.29,,0.11,,,,,,,,645.5,,,precipitation,rachel skokan,,,,,,,,2004,,
42928,ppt5pawt,04-May-04,1:30:00 PM,Lamprey,weekly,,1.33,0.35,0.11,0.18,good,,65.31,,13-Sep-04,0.19,0.18,0.20,0.03,0.19,0.02,0.10,35.02,,0.05,,,,,,,,683.5,,,precipitation,rachel skokan,,,,,,,,2004,,
42929,ppt6north,04-May-04,2:00:00 PM,Lamprey,weekly,,1.38,0.30,0.07,0.17,good,,66.85,,13-Sep-04,0.09,0.17,0.17,0.00,0.14,0.02,0.07,20.92,,0.04,,,,,,,,863,,,precipitation,rachel skokan,,,,,,,,2004,,
43008,ppt1thomp,11-May-04,9:30:00 AM,Lamprey,Wet Deposition,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,21.5,bugs in collector,,precipitation,rachel skokan,,,,,,,,2004,,
43009,ppt2lee,11-May-04,10:00:00 AM,Lamprey,weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,5,"bugs in collector, bird feces",,precipitation,rachel skokan,,,,,,,,2004,,
43010,ppt3epp,11-May-04,10:45:00 AM,Lamprey,weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,27,bugs in collector,,precipitation,rachel skokan,,,,,,,,2004,,
43011,ppt4ray,11-May-04,1:15:00 PM,Lamprey,weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,13.5,bugs in collector,,precipitation,rachel skokan,,,,,,,,2004,,
43012,ppt5pawt,11-May-04,1:30:00 PM,Lamprey,weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,5,bugs in collector,,precipitation,rachel skokan,,,,,,,,2004,,
43013,ppt6north,11-May-04,2:00:00 PM,Lamprey,weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,15.5,bugs in collector,,precipitation,rachel skokan,,,,,,,,2004,,
43165,ppt1thomp,18-May-04,10:30:00 AM,Lamprey,Wet Deposition,,1.44,0.54,-0.01,0.29,good,,264.05,,13-Sep-04,0.23,0.29,0.52,0.00,0.01,0.05,0.11,3.12,,0.04,,,,,,,,2009,,,precipitation,,,,,,,,,2004,,
43166,ppt2lee,18-May-04,11:15:00 AM,Lamprey,weekly,,3.71,1.30,-0.02,0.51,good,,804.59,,18-Apr-06,0.40,0.51,1.06,0.30,0.25,0.08,0.22,38.46,,0.14,,,,,,,,514.5,,,precipitation,,,,,,,,,2004,,
43167,ppt3epp,18-May-04,12:30:00 PM,Lamprey,weekly,,2.45,0.61,0.07,0.28,good,,258.44,,13-Sep-04,0.17,0.28,0.58,0.00,0.14,0.03,0.09,14.48,,0.05,,,,,,,,923.5,Bugs and Debris,,precipitation,,,,,,,,,2004,,
43168,ppt5pawt,18-May-04,2:45:00 PM,Lamprey,weekly,,1.67,0.44,0.06,0.21,good,,174.88,,13-Sep-04,0.07,0.21,0.44,0.00,0.07,0.03,0.04,3.71,,0.05,,,,,,,,1298.5,Bugs and Debris,,precipitation,,,,,,,,,2004,,
43169,ppt6north,18-May-04,3:45:00 PM,Lamprey,weekly,,4.79,3.34,1.28,0.28,good,,1785.00,,13-Sep-04,0.23,0.28,0.61,0.00,0.32,0.06,0.39,,,0.23,,,,,,,,815,lots of bugs and debris,Deleted PO4 (164),precipitation,,,,,,,,,2004,,
43297,ppt1thomp,01-Jun-04,10:30:00 AM,Lamprey,Wet Deposition,,0.56,0.79,-0.04,0.46,good,,368.77,,13-Sep-04,0.33,0.46,0.72,0.00,0.05,0.01,0.10,5.34,,0.03,,,,,,,,2139.5,,filtered after 30-hour refridgeration,precipitation,rachel skokan,,,,,,,,2004,,
43298,ppt2lee,01-Jun-04,11:00:00 AM,Lamprey,Weekly,,3.40,3.79,1.38,0.56,good,,1847.81,,13-Sep-04,0.48,0.56,0.91,0.18,,0.11,0.35,,,,,,,,,,,930.5,ag debris in collector,Deleted PO4 (321) K (1.18) SiO2 (0.39) filtered after 30-hour refridgeration,precipitation,rachel skokan,,,,,,,,2004,,
43299,ppt3epp,01-Jun-04,12:00:00 PM,Lamprey,Weekly,,4.85,3.63,1.89,0.59,good,,1142.07,,13-Sep-04,0.31,0.59,1.00,0.00,,0.08,0.09,,,,,,,,,,,929.5,bird excrement,Deleted PO4 (545) K (1.45) SiO2 (0.47) filtered after 30-hour refridgeration,precipitation,rachel skokan,,,,,,,,2004,,
43300,ppt4ray,01-Jun-04,1:00:00 PM,Lamprey,Weekly,,,,,0.57,good,,1977.03,,13-Sep-04,0.57,0.57,1.07,0.04,,0.06,0.09,,,,,,,,,,,1046.5,bird excrement,Deleted NPOC (8.16) TDN (5.27) PO4 (715) K (2.36) SiO2 (1.27) filtered after 30-hour refridgeration,precipitation,rachel skokan,,,,,,,,2004,,
43301,ppt5pawt,01-Jun-04,2:00:00 PM,Lamprey,Weekly,,1.15,0.92,-0.06,0.55,good,,434.55,,13-Sep-04,0.31,0.55,0.77,0.00,0.07,0.02,0.12,14.90,,0.04,,,,,,,,1040,,filtered after 30-hour refridgeration,precipitation,rachel skokan,,,,,,,,2004,,
43302,ppt6north,01-Jun-04,2:30:00 PM,Lamprey,Weekly,,3.04,,,0.45,good,,1563.23,,13-Sep-04,0.27,0.45,0.78,0.00,0.48,0.08,0.11,,,,,,,,,,,922.5,bird excrement,Deleted TDN (3.83) PO4 (338) SiO2 (0.45) filtered after 30-hour refridgeration,precipitation,rachel skokan,,,,,,,,2004,,
43319,ppt1thomp,04-Jun-04,4:30:00 PM,Lamprey,Wet Deposition,,1.18,0.46,-0.04,0.27,good,,240.94,,13-Sep-04,0.78,0.27,0.39,0.07,0.09,0.03,0.09,7.73,,-0.01,,,,,,,,613.5,,,precipitation,Michelle Daley,,,,,,,,2004,,
43320,ppt1thomp,08-Jun-04,8:45:00 AM,Lamprey,Wet Deposition,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,17.5,,only have 15 mls; nothing was rinsed; deleted data (PO4 29; NPOC 5.21; TDN 1.72; NH4 1659),precipitation,Michelle Daley,,,,,,,,2004,,
43334,ppt2lee,08-Jun-04,9:45:00 AM,Lamprey,Weekly,,2.23,2.02,0.14,0.46,good,,1429.27,,13-Sep-04,1.26,0.46,0.91,0.20,0.20,0.08,0.15,18.07,,0.06,,,,,,,,239.5,,,precipitation,rachel skokan,,,,,,,,2004,,
43335,ppt3epp,08-Jun-04,10:30:00 AM,Lamprey,Weekly,,1.49,0.78,-0.03,0.48,good,,336.11,,13-Sep-04,0.85,0.48,0.72,0.00,0.05,0.08,0.10,-3.38,,0.07,,,,,,,,176.5,,,precipitation,rachel skokan,,,,,,,,2004,,
43336,ppt4ray,08-Jun-04,12:00:00 PM,Lamprey,Weekly,,1.67,0.75,0.01,0.37,good,,363.23,,13-Sep-04,0.51,0.37,0.63,0.00,0.04,0.01,0.07,9.07,,0.07,,,,,,,,264,"construction/large amounts of earth moving, insects",,precipitation,rachel skokan,,,,,,,,2004,,
43337,ppt5pawt,08-Jun-04,12:30:00 PM,Lamprey,Weekly,,1.46,0.73,-0.02,0.37,good,,381.13,,13-Sep-04,0.62,0.37,0.69,0.00,0.12,0.02,0.07,16.79,,0.05,,,,,,,,345,insects,,precipitation,rachel skokan,,,,,,,,2004,,
43338,ppt6north,08-Jun-04,1:00:00 PM,Lamprey,Weekly,,2.69,1.38,0.46,0.33,good,,587.52,,13-Sep-04,0.30,0.33,0.66,0.00,0.47,0.10,0.12,,,,,,,,,,,434.5,,Deleted PO4 (481) SiO2 (0.44),precipitation,rachel skokan,,,,,,,,2004,,
43408,ppt1thomp,15-Jun-04,9:45:00 AM,Lamprey,Wet Deposition,,1.40,0.71,-0.02,0.34,good,,393.41,,26-Aug-04,0.96,0.34,0.66,0.69,0.16,0.10,0.30,0.00,,0.05,,,,,,,,720,,,precipitation,Michelle Daley,,,,,,,,2004,,
43409,ppt2lee,15-Jun-04,10:45:00 AM,Lamprey,Weekly,,1.97,0.92,-0.09,0.32,good,,693.07,,26-Aug-04,0.39,0.32,0.80,0.89,0.23,0.11,0.29,5.90,,0.04,,,,,,,,563,Bugs and Pollen,,precipitation,Michelle Daley,,,,,,,,2004,,
43410,ppt3epp,15-Jun-04,11:45:00 AM,Lamprey,Weekly,,2.20,1.05,-0.03,0.42,good,,657.92,,26-Aug-04,0.31,0.42,0.78,0.82,0.39,0.11,0.36,6.04,,0.07,,,,,,,,351.5,Bugs and Pollen,,precipitation,Michelle Daley,,,,,,,,2004,,
43411,ppt4ray,15-Jun-04,1:15:00 AM,Lamprey,Weekly,,1.51,0.80,0.00,0.36,good,,436.31,,26-Aug-04,0.33,0.36,0.61,1.12,0.22,0.12,0.30,5.24,,0.07,,,,,,,,467.5,Bugs and Pollen,,precipitation,Michelle Daley,,,,,,,,2004,,
43412,ppt5pawt,15-Jun-04,1:45:00 PM,Lamprey,Weekly,,1.43,0.65,-0.05,0.30,good,,398.78,,26-Aug-04,0.35,0.30,0.55,0.59,0.42,0.09,0.27,2.34,,0.07,,,,,,,,523,Bugs and Pollen,,precipitation,Michelle Daley,,,,,,,,2004,,
43413,ppt6north,15-Jun-04,2:45:00 PM,Lamprey,Weekly,,2.24,0.76,0.07,0.24,good,,438.85,,26-Aug-04,0.24,0.24,0.57,0.59,0.20,0.10,0.28,3.78,,0.05,,,,,,,,781.5,Bugs and Pollen,,precipitation,Michelle Daley,,,,,,,,2004,,
43487,ppt1thomp,22-Jun-04,9:45:00 AM,Lamprey,Wet Deposition,,1.59,0.74,-0.02,0.45,good,,309.01,,13-Sep-04,0.47,0.45,1.15,0.00,0.04,0.02,0.12,0.00,,0.06,,,,,,,,459,Bugs and Debris,,Precipitation,Michelle Daley,,,,,,,,2004,,
43488,ppt2lee,22-Jun-04,10:45:00 AM,Lamprey,Weekly,,2.59,1.73,0.30,0.56,good,,862.41,,13-Sep-04,0.27,0.56,1.67,0.00,0.12,0.01,0.13,12.65,,0.24,,,,,,,,246,Bugs and Debris,,Precipitation,Michelle Daley,,,,,,,,2004,,
43489,ppt3epp,22-Jun-04,12:00:00 PM,Lamprey,Weekly,,4.60,2.88,1.08,0.26,good,,1537.25,,13-Sep-04,0.40,0.26,1.02,0.00,,0.11,0.10,,,,,,,,,,,943,"very high vol; bird poo, bugs/debris",Deleted PO4 (1035) K (1.20) SiO2 (0.72),Precipitation,Michelle Daley,,,,,,,,2004,,
43490,ppt4ray,22-Jun-04,2:15:00 PM,Lamprey,Weekly,,1.80,0.86,0.02,0.42,good,,418.96,,13-Sep-04,0.25,0.42,0.93,0.00,0.12,0.03,0.11,26.34,,0.09,,,,,,,,511,Bugs and Debris,,Precipitation,Michelle Daley,,,,,,,,2004,,
43491,ppt5pawt,22-Jun-04,3:15:00 PM,Lamprey,Weekly,,4.80,1.71,0.19,0.80,good,,710.69,,,0.41,0.80,2.10,0.10,0.34,0.06,0.25,42.95,,0.09,,,,,,,,163,Bugs and Debris,,Precipitation,Michelle Daley,,,,,,,,2004,,
43492,ppt6north,22-Jun-04,4:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,48,"Bugs and Debris; very little vol, did not rinse only 40 mls",Deleted NPOC (38.55) TDN (40.23) NH4 (17321) PO4 (6798),Precipitation,Michelle Daley,,,,,,,,2004,,
43558,ppt1thomp,29-Jun-04,9:00:00 AM,Lamprey,Wet Deposition,,1.30,0.61,-0.04,0.31,good,,337.62,,13-Sep-04,0.02,0.31,0.89,0.00,0.00,0.00,0.01,3.36,,0.06,,,,,,,,1649,,Bucket mm > CRN mm for some reason,Precipitation,Michelle Daley,,,,,,,,2004,,
43559,ppt2lee,29-Jun-04,9:30:00 AM,Lamprey,Weekly,,1.96,1.16,-0.08,0.38,good,,856.17,,13-Sep-04,0.14,0.38,1.03,0.00,0.03,0.03,0.06,9.06,,0.06,,,,,,,,707,,,Precipitation,Michelle Daley,,,,,,,,2004,,
43560,ppt3epp,29-Jun-04,11:00:00 AM,Lamprey,Weekly,,4.82,4.31,2.18,0.40,good,,1738.86,,13-Sep-04,0.44,0.40,1.08,0.00,0.82,0.18,0.28,,,,,,,,,,,806,,Deleted PO4 (665) SiO2 (0.52),Precipitation,Michelle Daley,,,,,,,,2004,,
43561,ppt4ray,29-Jun-04,12:45:00 PM,Lamprey,Weekly,,2.29,1.02,0.00,0.51,good,,508.36,,13-Sep-04,0.23,0.51,1.29,0.00,0.05,0.05,0.16,14.52,,0.07,,,,,,,,451.5,,,Precipitation,Michelle Daley,,,,,,,,2004,,
43578,ppt5pawt,30-Jun-04,5:00:00 PM,Lamprey,Weekly,,2.10,0.99,-0.01,0.50,good,,500.00,,13-Sep-04,0.25,0.50,1.16,0.00,0.12,0.00,0.00,12.65,,0.01,,,,,,,,505,,,Precipitation,Michelle Daley,,,,,,,,2004,,
43579,ppt6north,30-Jun-04,4:15:00 PM,Lamprey,Weekly,,,,,0.51,good,,,,13-Sep-04,0.82,0.51,1.77,0.00,,,,,,,,,,,,,,341,,Deleted NPOC (6.76) TDN (9.78) NH4 (7442) PO4 (4768) K (3.21) Mg (1.60) Ca (4.28) SiO2 (5.25),Precipitation,Michelle Daley,,,,,,,,2004,,
43589,ppt1thomp,02-Jul-04,9:00:00 AM,Lamprey,Wet Deposition,,4.60,1.65,0.15,0.88,good,,626.65,,09-Aug-06,0.69,0.88,1.42,0.36,0.13,0.04,0.23,1.28,,0.07,,,,,,,,176,,,Precipitation,Michelle Daley,,,,,,,,2004,,
43646,ppt1thomp,06-Jul-04,10:00:00 AM,Lamprey,Wet Deposition,,3.14,,,,2 values,,685.66,,18-Apr-06,2.31,,2.22,1.64,0.31,0.08,0.26,3.59,,,,,,,,,,50,,Deleted TDN 4.869; Deleted NO3 4.562,Precipitation,Michelle Daley,,,,,,,,2004,,
43647,ppt2lee,06-Jul-04,10:30:00 AM,Lamprey,Weekly,,,,,1.22,good,,,,18-Apr-06,2.81,1.22,3.09,0.78,,0.44,0.90,,,,,,,,,,,82.5,,Deleted NPOC (17.99) TDN (8.97) NH4 (3546) PO4 (3531) K (4.13) SiO2 (0.41),Precipitation,Michelle Daley,,,,,,,,2004,,
43660,ppt3epp,06-Jul-04,12:45:00 PM,Lamprey,Weekly,,6.27,4.97,,0.79,good,,,,25-Aug-04,1.11,0.79,1.41,2.99,0.89,0.31,0.52,,,,,,,,,,,108.5,,Deleted NH4 (2618) PO4 (335),Precipitation,Michelle Daley (Lauren Buyofsky),,,,,,,,2004,,
43661,ppt4ray,06-Jul-04,1:30:00 AM,Lamprey,Weekly,,6.36,5.27,2.44,0.76,good,,2063.71,,25-Aug-04,1.03,0.76,1.06,3.03,0.29,0.13,0.44,35.61,,0.38,,,,,,,,91,,,Precipitation,Michelle Daley (Lauren Buyofsky),,,,,,,,2004,,
43662,ppt5pawt,06-Jul-04,3:00:00 PM,Lamprey,Weekly,,5.48,1.66,0.17,0.70,good,,791.22,,25-Aug-04,2.13,0.70,1.21,1.48,0.39,0.18,0.43,17.07,,0.00,,,,,,,,100.5,,,Precipitation,Michelle Daley (Lauren Buyofsky),,,,,,,,2004,,
43663,ppt6north,06-Jul-04,3:30:00 PM,Lamprey,Weekly,,12.04,3.67,1.32,1.03,good,,1320.26,,18-Apr-06,2.65,1.03,1.69,0.59,0.70,0.22,0.62,122.83,,,,,,,,,,43,,,Precipitation,Michelle Daley (Lauren Buyofsky),,,,,,,,2004,,
44001,ppt1thomp,09-Jul-04,8:30:00 AM,Lamprey,Wet Deposition,,1.23,0.57,0.26,0.00,good,,310.01,,25-Aug-04,0.12,0.00,0.00,0.33,0.00,0.00,0.00,1.99,,0.04,,,,,,,,1250,,,precipitation,Michelle,,,,,,,,2004,,
44034,ppt2Lee,13-Jul-04,11:30:00 AM,Lamprey,Weekly,,1.73,1.10,-0.10,0.60,good,,601.10,,25-Aug-04,0.80,0.60,1.07,1.49,0.13,0.11,0.32,3.08,,0.06,,,,,,,,535.5,,,precipitation,,,,,,,,,2004,,
44035,ppt3Epp,13-Jul-04,12:15:00 PM,Lamprey,Weekly,,2.92,2.71,1.26,0.58,good,,873.86,,25-Aug-04,1.76,0.58,1.09,1.84,0.27,0.15,0.50,,,0.17,,,,,,,,553.5,,Deleted PO4 (116),precipitation,,,,,,,,,2004,,
44036,ppt4ray,13-Jul-04,1:30:00 PM,Lamprey,Weekly,,5.05,,,0.42,good,,1754.78,,25-Aug-04,1.02,0.42,1.20,2.55,,0.10,0.30,,,,,,,,,,,827.5,,Deleted TDN (5.00) PO4 (745) K (2.15) SiO2 (1.59),precipitation,,,,,,,,,2004,,
44037,ppt5pawt,13-Jul-04,2:15:00 PM,Lamprey,Weekly,,1.65,0.72,0.00,0.46,good,,256.26,,25-Aug-04,0.83,0.46,0.92,1.65,0.49,0.08,0.26,11.12,,0.04,,,,,,,,884,,,precipitation,,,,,,,,,2004,,
44038,ppt6north,13-Jul-04,3:00:00 PM,Lamprey,Weekly,,1.76,0.68,0.16,0.28,good,,239.63,,,0.12,0.28,0.77,0.04,0.07,0.02,0.04,42.86,,0.08,,,,,,,,1542.5,,,precipitation,,,,,,,,,2004,,
44085,ppt1thomp,15-Jul-04,7:30:00 AM,Lamprey,Wet Deposition,,3.04,0.43,0.10,0.11,good,,220.02,,25-Aug-04,0.53,0.11,0.48,0.89,0.12,0.12,0.26,0.00,,0.05,,,,,,,,695.5,collector covering wet collector at time of collection,,precipitation,Rachel Skokan,,,,,,,,2004,,
44327,ppt1Thomp,19-Jul-04,4:15:00 PM,Lamprey,Wet Deposition,,0.99,0.47,0.03,0.26,good,,184.16,,25-Aug-04,0.61,0.26,0.54,0.92,0.00,0.10,0.00,0.00,,0.07,,,,,,,,580.5,,,precipitation,rachel skokan,,,,,,,,2004,,
44328,ppt1thomp,20-Jul-04,9:45:00 AM,Lamprey,Wet Deposition,,4.55,,,,2 values,,,,,,,,,,,,,,,,,,,,,,25.5,,Deleted TDN 8.002,precipitation,rachel skokan,,,,,,,,2004,,
44329,ppt2Lee,20-Jul-04,10:30:00 AM,Lamprey,Weekly,,2.27,,,0.29,good,,,,18-Apr-06,1.05,0.29,1.48,0.42,0.76,0.10,0.24,,,,,,,,,,,746.5,,Deleted TDN (1.01) NH4 (3952) PO4 (889) SiO2 (0.77),precipitation,rachel skokan,,,,,,,,2004,,
44330,ppt3Epp,20-Jul-04,11:30:00 AM,Lamprey,Weekly,,3.47,1.17,0.28,0.27,good,,617.04,,25-Aug-04,0.62,0.27,0.77,1.01,0.22,0.09,0.27,,,0.10,,,,,,,,1043.5,,Deleted PO4 (72),precipitation,rachel skokan,,,,,,,,2004,,
44331,ppt4ray,20-Jul-04,12:45:00 PM,Lamprey,Weekly,,3.86,3.54,2.21,0.20,good,,1133.33,,,0.41,0.20,0.82,0.22,0.48,0.09,0.18,,,,,,,,,,,754.5,,Deleted PO4 (579) SiO2 (0.46),precipitation,rachel skokan,,,,,,,,2004,,
44332,ppt5pawt,20-Jul-04,1:45:00 PM,Lamprey,Weekly,,3.19,0.85,0.40,0.20,good,,242.66,,25-Aug-04,0.50,0.20,0.75,1.16,0.49,0.09,0.30,13.41,,0.07,,,,,,,,846,,,precipitation,rachel skokan,,,,,,,,2004,,
44333,ppt6north,20-Jul-04,3:30:00 PM,Lamprey,Weekly,,5.15,,,,2 values,,,,25-Aug-04,0.14,,2.35,0.06,,,1.49,,,,,,,,,,,897,,Deleted TDN (0.46) NH4 (36105) PO4 (3259) NO3 (0.00) K (3.68) Ca (0.80) SiO2 (1.30),precipitation,rachel skokan,,,,,,,,2004,,
44433,ppt1thomp,24-Jul-04,1:30:00 PM,Lamprey,Wet Deposition,,1.44,0.48,-0.05,0.27,good,,259.57,,25-Aug-04,0.20,0.27,0.48,0.70,0.00,0.00,0.24,-0.26,,0.05,,,,,,,,683,,,precipitation,rachel skokan,,,,,,,,2004,,
44447,ppt1thomp,27-Jul-04,9:30:00 AM,Lamprey,Wet Deposition,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,no vol in lab book so no sample?,,precipitation,rachel skokan,,,,,,,,2004,,
44448,ppt2Lee,27-Jul-04,10:00:00 AM,Lamprey,Weekly,,,3.13,1.85,0.15,good,,1128.46,,18-Apr-06,3.05,0.15,0.57,3.25,,0.05,0.14,19.29,,0.21,,,,,,,,263.5,,Deleted NPOC (10.02) K (1.63),precipitation,rachel skokan,,,,,,,,2004,,
44449,ppt3Epp,27-Jul-04,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,collector destroyed,,precipitation,rachel skokan,,,,,,,,2004,,
44450,ppt4ray,27-Jul-04,12:00:00 PM,Lamprey,Weekly,,2.10,0.62,0.05,0.32,good,,255.79,,18-Apr-06,0.64,0.32,0.75,0.13,0.09,0.03,0.11,0.08,,0.07,,,,,,,,300,,,precipitation,rachel skokan,,,,,,,,2004,,
44451,ppt5pawt,27-Jul-04,1:15:00 PM,Lamprey,Weekly,,,,,0.30,good,,,,25-Aug-04,0.95,0.30,0.92,,,,0.70,,,,,,,,,,,328,,Deleted NPOC (38.16) TDN (8.60) NH4 (7342) PO4 (2880) Na (8.27) K (6.84) Mg (2.15) SiO2 (1.59),precipitation,rachel skokan,,,,,,,,2004,,
44452,ppt6north,27-Jul-04,2:30:00 PM,Lamprey,Weekly,,3.89,1.50,0.15,0.57,2 values,0.57,774.01,,25-Aug-04,0.88,0.57,1.14,1.46,0.34,0.12,0.33,,,0.11,,,,,,,,143,,,precipitation,rachel skokan,,,,,,,,2004,,
44483,ppt1thomp,29-Jul-04,8:00:00 AM,Lamprey,Wet Deposition,,0.38,0.12,0.04,0.05,good,,27.06,,25-Aug-04,0.31,0.05,0.15,0.64,0.00,0.00,0.00,-0.16,,0.05,,,,,,,,1838,,,precipitation,rachel skokan,,,,,,,,2004,,
44535,ppt1thomp,02-Aug-04,3:30:00 PM,Lamprey,Wet Deposition,,1.19,0.31,0.02,0.18,good,,98.40,,,0.55,0.18,0.29,0.32,0.03,0.02,0.04,0.00,,-0.05,,,,,,,,244,,,precipitation,Michelle Daley,,,,,,,,2004,,
44594,ppt1thomp,03-Aug-04,10:30:00 AM,Lamprey,Wet Deposition,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,precipitation,rachel skokan,,,,,,,,2004,,
44595,ppt2Lee,03-Aug-04,11:00:00 AM,Lamprey,Weekly,,0.52,0.18,0.02,0.07,good,,94.87,,25-Aug-04,0.28,0.07,0.00,0.65,0.00,0.00,0.00,2.17,,-0.03,,,,,,,,842,,,precipitation,rachel skokan,,,,,,,,2004,,
44596,ppt4ray,03-Aug-04,12:45:00 PM,Lamprey,Weekly,,0.76,0.22,0.04,0.12,good,,59.87,,25-Aug-04,0.61,0.12,0.03,0.45,0.00,0.08,0.25,0.23,,0.00,,,,,,,,804,,,precipitation,rachel skokan,,,,,,,,2004,,
44597,ppt5pawt,03-Aug-04,2:00:00 PM,Lamprey,Weekly,,2.37,2.17,0.99,0.19,good,,995.78,,26-Aug-04,0.54,0.19,0.36,1.39,0.36,0.00,0.00,,,0.16,,,,,,,,682,,Deleted PO4 (224),precipitation,rachel skokan,,,,,,,,2004,,
44598,ppt6north,03-Aug-04,2:30:00 PM,Lamprey,Weekly,,1.16,0.41,0.00,0.23,good,,177.44,,25-Aug-04,0.35,0.23,0.05,0.64,0.00,0.00,0.00,1.60,,-0.03,,,,,,,,633,,,precipitation,rachel skokan,,,,,,,,2004,,
